64 708
2 3 -9
3 1 12
3 2 20
4 3 -10
9 8 15
10 7 -7
11 6 -3
12 5 -7
13 4 4
14 3 -3
15 2 4
16 1 -8
17 8 20
17 12 15
17 14 20
17 15 9
17 16 -2
18 7 11
18 11 19
18 13 17
18 15 8
18 16 -7
19 6 -6
19 10 6
19 13 7
19 14 8
19 16 -2
20 5 7
20 9 15
20 13 -10
20 14 1
20 15 19
21 4 -4
21 10 5
21 11 3
21 12 -1
21 16 -3
22 3 10
22 9 20
22 11 3
22 12 -6
22 15 -1
23 2 15
23 9 3
23 10 -3
23 12 15
23 14 8
24 1 -4
24 9 11
24 10 4
24 11 -4
24 13 -2
25 4 13
25 6 -10
25 7 -4
25 8 4
25 16 -10
25 24 14
26 3 -4
26 5 15
26 7 -3
26 8 -1
26 15 15
26 23 18
27 2 -7
27 5 17
27 6 -8
27 8 -3
27 14 7
27 22 6
28 1 15
28 5 -9
28 6 -7
28 7 -2
28 13 6
28 21 18
29 2 -8
29 3 3
29 4 -9
29 8 2
29 12 -8
29 20 -10
30 1 7
30 3 11
30 4 -1
30 7 4
30 11 -9
30 19 -1
31 1 4
31 2 9
31 4 -1
31 6 -3
31 10 19
31 18 2
32 1 14
32 2 -1
32 3 10
32 5 15
32 9 4
32 17 -6
33 8 16
33 12 -10
33 14 5
33 15 4
33 16 -2
33 20 -7
33 22 18
33 23 20
33 24 15
33 26 8
33 27 -6
33 28 20
33 29 15
33 30 20
33 31 2
33 32 15
34 7 2
34 11 -8
34 13 12
34 15 4
34 16 -4
34 19 5
34 21 -3
34 23 10
34 24 12
34 25 19
34 27 9
34 28 9
34 29 6
34 30 -8
34 31 17
34 32 -5
35 6 -3
35 10 -2
35 13 -10
35 14 2
35 16 19
35 18 -3
35 21 1
35 22 17
35 24 -9
35 25 -6
35 26 -3
35 28 2
35 29 9
35 30 -9
35 31 -8
35 32 -7
36 5 18
36 9 3
36 13 -9
36 14 -1
36 15 5
36 17 -5
36 21 9
36 22 19
36 23 16
36 25 19
36 26 -7
36 27 3
36 29 14
36 30 5
36 31 -1
36 32 3
37 4 -9
37 10 2
37 11 17
37 12 6
37 16 -8
37 18 14
37 19 -5
37 20 -10
37 24 -5
37 25 6
37 26 16
37 27 19
37 28 1
37 30 11
37 31 3
37 32 -10
38 3 9
38 9 4
38 11 20
38 12 15
38 15 8
38 17 1
38 19 -9
38 20 -4
38 23 9
38 25 18
38 26 16
38 27 1
38 28 10
38 29 -5
38 31 -4
38 32 7
39 2 1
39 9 -3
39 10 15
39 12 17
39 14 -7
39 17 -4
39 18 17
39 20 -10
39 22 -7
39 25 -7
39 26 -3
39 27 9
39 28 3
39 29 17
39 30 17
39 32 -5
40 1 -8
40 9 19
40 10 4
40 11 13
40 13 -5
40 17 9
40 18 14
40 19 15
40 21 -8
40 25 4
40 26 2
40 27 2
40 28 16
40 29 5
40 30 11
40 31 15
41 4 -4
41 6 15
41 7 19
41 8 1
41 16 15
41 18 -6
41 19 -9
41 20 3
41 21 7
41 22 -1
41 23 18
41 24 -10
41 28 -10
41 30 19
41 31 8
41 32 -2
41 40 4
42 3 -6
42 5 19
42 7 8
42 8 19
42 15 19
42 17 6
42 19 -4
42 20 -2
42 21 -10
42 22 -9
42 23 8
42 24 -6
42 27 -2
42 29 8
42 31 6
42 32 -8
42 39 1
43 2 -9
43 5 -7
43 6 19
43 8 4
43 14 11
43 17 -1
43 18 9
43 20 18
43 21 -3
43 22 -4
43 23 4
43 24 7
43 26 3
43 29 -4
43 30 7
43 32 -1
43 38 5
44 1 -7
44 5 4
44 6 11
44 7 -6
44 13 8
44 17 14
44 18 6
44 19 12
44 21 20
44 22 -2
44 23 -2
44 24 -7
44 25 10
44 29 19
44 30 -9
44 31 -10
44 37 15
45 2 9
45 3 -4
45 4 14
45 8 12
45 12 -1
45 17 16
45 18 10
45 19 10
45 20 6
45 22 1
45 23 -1
45 24 -3
45 26 9
45 27 -8
45 28 14
45 32 -5
45 36 1
46 1 -3
46 3 -1
46 4 5
46 7 7
46 11 19
46 17 -8
46 18 -8
46 19 18
46 20 4
46 21 7
46 23 1
46 24 10
46 25 4
46 27 13
46 28 -3
46 31 18
46 35 10
47 1 -7
47 2 16
47 4 10
47 6 16
47 10 2
47 17 4
47 18 4
47 19 13
47 20 9
47 21 19
47 22 3
47 24 1
47 25 8
47 26 18
47 28 8
47 30 -3
47 34 19
48 1 1
48 2 -5
48 3 8
48 5 14
48 9 13
48 17 9
48 18 16
48 19 11
48 20 17
48 21 11
48 22 1
48 23 10
48 25 10
48 26 15
48 27 1
48 29 -1
48 33 14
49 4 -4
49 6 10
49 7 -1
49 8 -1
49 10 17
49 11 1
49 12 6
49 13 2
49 14 20
49 15 10
49 16 4
49 24 4
49 28 19
49 30 -6
49 31 -6
49 32 5
49 40 4
49 44 1
49 46 20
49 47 6
49 48 -8
50 3 -7
50 5 4
50 7 4
50 8 19
50 9 3
50 11 -7
50 12 18
50 13 -4
50 14 16
50 15 14
50 16 12
50 23 -10
50 27 16
50 29 13
50 31 -1
50 32 -3
50 39 -5
50 43 8
50 45 15
50 47 9
50 48 12
51 2 19
51 5 15
51 6 -10
51 8 6
51 9 -2
51 10 -2
51 12 -2
51 13 -9
51 14 20
51 15 3
51 16 6
51 22 2
51 26 11
51 29 -3
51 30 2
51 32 18
51 38 -8
51 42 10
51 45 11
51 46 16
51 48 14
52 1 17
52 5 -6
52 6 6
52 7 12
52 9 -7
52 10 11
52 11 -3
52 13 -3
52 14 12
52 15 10
52 16 -3
52 21 -2
52 25 -7
52 29 7
52 30 -1
52 31 -8
52 37 7
52 41 13
52 45 6
52 46 11
52 47 7
53 2 -4
53 3 -8
53 4 10
53 8 -10
53 9 13
53 10 -4
53 11 20
53 12 -5
53 14 -7
53 15 20
53 16 -5
53 20 -5
53 26 11
53 27 -9
53 28 8
