164 4776
1 140 3
1 56 1
1 11 20
1 144 -7
1 94 7
1 10 9
1 111 17
1 89 2
1 18 -7
1 96 14
1 142 -10
1 33 15
1 17 11
1 138 11
1 2 16
1 15 -9
1 146 20
2 148 -5
2 156 17
2 163 8
2 128 -9
2 57 11
2 5 13
2 55 -1
2 75 7
2 68 -4
2 105 -7
2 157 -7
2 66 13
2 99 -4
2 33 -9
2 147 -5
2 108 -10
2 80 4
2 126 -9
2 51 3
2 5 -7
2 129 6
2 31 16
3 134 -2
3 80 2
3 60 -2
3 152 10
3 60 -2
3 135 -4
3 95 -5
3 91 7
3 65 -6
3 50 -2
3 42 4
3 152 11
3 10 12
3 87 16
3 64 -9
3 46 -7
3 2 -10
3 35 13
3 63 2
3 105 -2
3 10 -10
3 150 -6
3 85 10
3 20 -2
3 11 7
3 148 10
3 86 -3
4 129 -1
4 13 -2
4 125 10
4 96 17
4 115 16
4 2 -10
4 40 -6
4 10 16
4 142 5
4 113 5
4 138 -5
4 32 16
4 66 -6
4 88 19
4 160 -3
4 16 -9
4 127 17
4 19 18
4 70 -7
4 24 6
4 136 9
4 77 -6
4 47 14
4 62 -8
4 148 19
4 38 15
4 79 9
4 152 1
4 106 13
4 95 20
4 156 -10
4 96 -6
4 117 -8
4 33 1
4 79 -7
4 112 2
4 106 -9
5 103 17
5 163 6
5 102 -5
5 149 -3
5 39 -10
5 67 6
5 68 -2
5 8 -7
5 139 2
5 158 18
5 121 15
5 126 4
5 146 20
5 3 17
5 83 -4
5 2 6
6 154 -4
6 140 17
6 65 -10
6 79 -1
6 19 7
6 59 -8
6 162 10
6 98 2
6 7 12
6 95 2
6 140 4
6 146 17
6 102 -1
6 66 2
6 69 16
6 84 13
6 68 -6
6 19 11
6 97 16
6 106 19
6 80 -3
6 41 3
6 91 16
6 50 13
6 85 13
6 126 6
6 107 11
6 125 -3
6 91 6
6 96 10
6 59 6
6 45 1
6 133 17
6 125 18
6 155 5
6 161 2
7 22 -1
7 44 -10
7 77 -9
7 117 -2
7 119 3
7 158 6
7 152 15
7 15 5
7 152 6
7 48 18
7 77 -7
7 72 4
7 78 -9
7 20 2
7 131 12
7 141 15
7 121 20
7 162 14
7 46 4
7 120 16
7 162 -6
7 162 18
7 154 -8
7 41 -7
7 68 -6
7 10 19
7 112 -2
7 146 20
7 12 -3
7 111 -4
7 15 -3
7 53 16
7 112 -8
7 109 17
7 88 4
7 147 -6
7 156 8
8 41 9
8 7 -7
8 56 10
8 86 20
8 113 -2
8 55 14
8 54 20
8 146 -6
8 19 9
8 46 -6
8 86 -7
8 90 -4
8 111 14
8 82 -1
8 60 -5
8 82 9
8 10 7
8 100 18
8 123 -5
8 83 -3
9 144 -3
9 37 -9
9 54 16
9 159 -9
9 140 8
9 54 16
9 113 -7
9 160 20
9 45 8
9 21 15
9 111 -6
9 54 12
9 134 20
9 57 -7
9 31 4
9 52 12
9 37 -9
9 56 10
9 159 17
9 5 9
9 77 15
9 15 3
9 107 3
9 121 -6
9 23 9
9 161 7
9 134 -9
9 143 14
9 12 -8
10 43 17
10 9 19
10 36 -8
10 55 5
10 123 14
10 130 -2
10 28 -7
10 141 5
10 42 -7
10 85 6
10 81 -1
10 44 -7
10 45 1
10 143 -6
10 93 6
10 125 3
10 151 8
10 118 3
10 83 16
10 2 16
10 126 -1
10 88 -1
10 150 18
10 76 6
10 78 4
10 39 12
10 83 -1
10 159 -3
10 43 -1
10 71 4
10 164 3
10 88 1
10 113 6
10 67 -9
10 77 10
10 96 16
10 62 4
10 133 13
11 135 -5
11 137 -6
11 71 20
11 59 9
11 2 13
11 9 7
11 43 14
11 126 12
11 161 -1
11 49 5
11 3 14
11 159 15
11 89 -1
11 129 8
11 42 2
11 14 7
11 13 6
11 108 12
11 59 18
11 102 -8
11 16 9
11 7 5
11 107 14
11 115 -7
11 105 16
11 5 20
11 130 -8
11 13 1
11 133 -10
12 31 -7
12 41 -9
12 146 -7
12 122 16
12 5 -8
12 118 7
12 72 2
12 126 19
12 39 7
12 48 17
12 8 16
12 75 3
12 4 18
12 32 -1
12 17 6
12 90 10
12 21 -4
12 126 8
12 39 5
12 11 9
12 101 18
12 136 -6
12 164 4
13 25 1
13 134 13
13 65 -6
13 20 -6
13 44 19
13 43 4
13 153 18
13 98 -8
13 137 2
13 129 -9
13 22 -6
13 97 -10
13 108 -7
13 109 9
13 107 -3
13 80 11
13 117 -8
13 66 12
13 22 2
13 35 2
13 70 15
13 158 11
13 25 -3
13 69 14
13 21 17
13 34 8
13 20 4
13 34 1
13 117 -7
13 78 10
13 39 -3
13 64 -7
14 44 2
14 161 10
14 69 18
14 160 -4
14 71 -8
14 147 11
14 101 1
14 83 10
14 78 6
14 1 15
14 136 -7
