272 5094
1 159 1
1 90 8
1 45 16
1 147 11
1 103 -5
1 216 18
1 133 -10
1 243 -9
1 182 -5
1 149 -4
1 151 20
1 267 -1
1 137 1
1 248 5
1 179 11
1 237 -6
2 32 14
2 161 5
2 248 19
2 22 -2
2 87 5
2 64 13
2 31 -1
2 242 10
3 66 18
3 65 -4
3 122 4
3 84 3
3 104 -1
3 67 15
3 165 12
3 173 3
3 228 -7
3 171 -6
3 206 1
3 59 9
4 42 8
4 201 10
4 113 18
4 61 4
4 139 -3
4 134 4
4 71 2
4 109 -6
4 119 1
4 95 20
4 164 18
4 79 -7
4 130 20
5 173 -8
5 213 1
5 199 -2
5 46 7
5 162 15
5 74 11
5 132 17
5 82 13
5 105 -3
5 225 12
5 196 7
5 213 14
5 175 5
5 204 -6
5 15 -1
5 75 4
5 206 12
5 107 -3
5 265 18
5 101 -6
5 146 11
5 43 6
6 181 1
6 261 19
6 263 20
6 75 -7
6 250 17
6 108 4
6 264 -8
6 241 6
7 229 -5
7 157 1
7 253 -5
7 252 4
7 110 2
7 79 -7
7 60 -3
7 168 13
7 14 -10
7 105 17
7 146 14
7 149 -10
7 131 6
7 59 10
7 114 5
7 75 -10
7 117 8
7 50 17
7 267 9
7 72 10
7 257 6
7 216 11
7 165 7
7 52 1
7 13 17
7 32 10
7 228 19
7 94 -9
7 81 12
7 122 -10
7 120 10
7 130 7
7 95 20
8 166 5
8 107 3
8 47 -4
8 108 10
8 199 9
8 221 -9
8 269 2
8 229 7
8 193 -8
8 54 6
8 167 5
8 214 14
8 193 4
8 171 -8
8 97 -2
8 182 13
8 17 12
8 2 -7
8 11 5
8 271 7
8 60 4
8 79 5
8 206 8
8 69 -6
8 261 -2
8 27 -10
8 165 18
9 237 -10
9 204 9
9 95 16
9 28 16
9 198 19
9 119 -5
9 60 -4
9 239 10
9 159 4
9 11 -2
9 4 2
9 45 18
9 80 18
9 222 5
9 28 3
9 270 -8
9 229 -2
9 200 12
9 214 11
9 45 13
9 129 7
9 240 2
9 81 5
9 37 -5
9 41 -5
9 25 16
10 251 10
10 181 9
10 211 14
10 40 -9
10 152 -9
10 262 3
10 94 12
10 94 -1
10 269 10
10 198 19
10 209 3
10 217 -9
11 155 11
11 146 19
11 256 11
11 257 1
11 82 19
11 133 18
11 240 2
11 267 17
11 203 6
11 114 -5
11 240 2
12 130 5
12 23 -10
12 226 20
12 59 7
12 26 -5
12 166 11
12 168 -6
12 141 -3
12 85 -3
12 78 1
12 164 -5
12 266 -1
12 7 -4
12 61 -5
12 82 8
12 262 17
12 174 -3
12 228 6
13 20 -5
13 159 8
13 217 -5
13 160 19
13 157 9
13 76 5
13 215 10
13 109 -8
13 240 10
13 25 19
13 227 -10
13 162 9
13 3 1
13 7 11
13 147 1
13 227 7
14 5 3
14 161 5
14 66 15
14 159 -4
14 204 3
14 180 -7
14 255 7
14 195 -1
14 203 11
14 16 5
14 1 9
14 82 -8
14 271 -5
14 94 -3
14 95 6
14 7 16
14 53 -3
14 72 4
15 153 -10
15 151 -7
15 193 -5
15 24 13
15 271 -2
15 85 -3
15 62 15
15 232 -8
15 44 15
15 171 -8
15 87 12
15 43 8
15 186 10
15 77 -6
15 37 -7
15 133 13
15 145 15
15 182 7
15 234 9
15 176 5
15 188 14
15 171 -2
15 191 7
15 102 14
15 68 -8
15 24 15
16 10 17
16 60 11
16 186 -5
16 24 13
16 267 3
16 224 14
16 108 9
16 182 -5
16 114 5
16 183 -5
16 46 -6
16 63 7
16 134 -7
16 238 2
16 73 -2
16 8 4
16 98 15
16 221 17
16 11 -4
16 111 12
16 134 2
17 45 2
17 11 1
17 233 -6
17 196 5
17 147 14
17 177 -9
17 79 -8
17 138 1
17 30 17
17 67 -10
17 144 -4
17 68 18
17 51 13
17 50 -8
17 9 -7
17 46 -1
18 198 5
18 58 -4
18 121 2
18 155 19
18 191 4
18 221 -10
18 143 -1
18 187 -2
18 209 -4
18 254 -2
18 57 15
18 113 -10
18 44 19
18 111 16
18 39 -7
19 145 6
19 126 3
19 104 8
19 6 -1
19 102 12
19 8 7
19 267 18
19 49 15
19 199 8
19 153 6
19 205 -6
19 188 20
19 58 4
19 70 20
19 223 12
19 95 20
19 164 15
19 209 -3
19 27 20
20 63 19
20 157 -8
20 183 7
20 60 6
20 230 18
20 167 15
20 204 7
20 9 11
20 261 -1
20 85 4
20 103 11
20 90 -7
20 117 2
20 254 -3
20 90 -2
20 132 20
20 15 -1
20 254 18
20 7 10
20 108 12
20 229 2
20 57 -4
20 224 3
20 73 -9
21 4 4
21 43 5
21 198 8
21 156 -6
21 187 16
21 245 1
21 12 17
21 44 10
21 256 5
21 139 -6
21 105 13
21 256 17
21 111 17
21 239 -3
21 231 9
21 249 -4
21 160 6
21 154 3
21 33 5
21 202 6
21 89 7
22 84 -9
22 225 -8
22 213 17
22 248 -6
22 238 10
22 264 1
22 80 17
22 194 -6
22 71 6
22 189 4
22 196 4
22 165 -4
22 160 15
23 204 -9
23 249 3
23 223 3
23 18 16
23 83 -4
23 94 2
23 230 5
23 41 7
23 107 -1
23 44 6
23 44 14
23 185 1
23 233 16
23 217 7
23 250 -8
23 231 17
23 64 8
23 246 -6
23 53 1
23 46 -8
23 224 -7
24 243 -10
24 43 3
24 111 9
24 47 1
24 68 17
24 97 -6
24 135 -2
24 112 -8
24 31 -10
24 242 5
24 264 2
24 95 5
24 96 -9
24 18 -10
24 196 1
24 105 20
24 204 10
24 265 -9
24 246 8
24 16 17
24 232 11
24 240 -2
24 128 15
24 35 13
24 166 15
24 138 13
24 222 10
24 164 3
24 123 -8
24 207 18
24 65 10
25 75 3
25 125 -1
25 137 1
25 115 -7
25 125 6
25 110 13
25 225 -7
25 5 15
25 196 3
25 96 9
25 171 17
25 100 4
25 146 -10
25 3 20
25 201 -8
25 187 -4
26 222 2
26 7 10
26 43 5
26 133 13
26 240 9
26 133 14
26 264 -3
26 108 18
26 27 4
26 13 6
26 221 18
26 256 20
26 227 18
26 219 11
26 106 -1
26 107 19
27 215 -1
27 41 -1
27 137 13
27 271 18
27 65 4
27 12 -2
27 157 -9
27 52 3
27 72 11
27 69 -5
27 35 -5
27 19 -8
27 226 8
28 65 -3
28 88 -4
28 145 -4
28 246 17
28 248 -8
28 196 -10
28 186 -3
28 67 -8
28 2 4
28 243 -10
28 156 17
28 92 -2
28 205 19
28 155 6
29 9 13
29 138 7
29 119 14
29 163 11
29 239 -6
29 10 18
29 70 -2
29 124 4
29 140 -4
29 116 3
29 6 4
29 77 6
29 186 1
29 99 17
29 95 14
29 200 5
29 153 11
29 219 10
29 246 9
30 14 17
30 96 10
30 26 17
30 11 15
30 4 6
30 55 15
30 45 -6
30 175 16
30 156 -4
30 263 11
30 269 9
30 103 12
30 82 8
30 34 -2
31 51 16
31 146 2
31 233 15
31 254 6
31 54 7
31 40 -6
31 162 11
31 224 9
31 180 -1
31 184 19
31 6 11
31 80 18
31 116 -7
31 241 -5
31 20 17
31 263 -1
31 154 10
31 228 7
31 78 12
32 125 11
32 119 18
32 95 1
32 59 -1
32 169 11
32 246 4
32 85 16
32 246 3
32 118 -10
32 192 12
32 34 8
32 225 17
32 123 4
32 109 2
32 179 -3
32 185 -10
32 169 7
32 9 13
32 205 -8
33 105 3
33 40 13
33 197 1
33 149 5
33 154 5
33 251 6
33 38 -7
33 32 -10
33 251 6
33 30 3
33 1 1
33 240 -9
33 57 9
33 53 -5
33 138 1
33 77 14
33 4 -1
33 117 2
33 81 4
33 173 -6
33 178 15
33 151 9
33 267 4
33 124 -1
33 241 7
33 47 -3
34 210 14
34 16 6
34 33 -1
34 212 4
34 181 -4
34 182 -8
34 190 10
34 233 -3
34 114 -2
34 186 -10
34 209 3
34 122 14
34 264 6
35 223 17
35 166 14
35 95 4
35 155 8
35 143 12
35 192 -6
35 223 6
35 105 -3
35 136 15
35 208 -10
35 148 5
35 130 20
35 52 13
35 145 -10
35 107 -4
35 60 5
35 154 1
36 164 11
36 40 -2
36 56 -5
36 46 -8
36 151 2
36 221 -5
36 229 3
36 204 -4
36 242 -6
36 268 -7
36 100 5
36 19 2
36 196 -4
36 166 14
36 13 6
36 106 10
36 242 10
36 223 -9
36 74 3
36 149 4
36 11 8
36 142 1
36 217 11
37 84 15
37 196 12
37 106 16
37 73 -4
37 110 5
37 17 17
37 187 2
37 126 2
37 136 -9
37 205 2
37 121 17
37 49 20
37 15 -6
37 189 9
37 143 6
37 131 5
37 188 1
37 265 4
37 36 4
37 74 4
37 200 5
37 82 -1
37 240 8
37 180 -4
37 101 12
37 189 11
37 261 11
38 107 15
38 173 12
38 263 -10
38 153 2
38 217 10
38 17 -1
38 267 5
38 6 -2
38 121 -5
38 16 -6
38 200 -1
38 169 20
38 83 -2
38 246 2
38 35 8
39 234 7
39 70 18
39 245 20
39 93 3
39 49 -6
39 265 5
39 200 12
39 258 -6
39 269 -8
39 47 -7
39 6 11
39 69 -2
39 155 14
39 233 15
39 193 4
39 264 -7
40 145 5
40 255 13
40 169 20
40 157 11
40 61 15
40 103 11
40 146 17
40 161 -4
40 55 15
40 227 4
40 78 12
40 138 17
40 11 -2
40 91 1
41 5 -1
41 136 -1
41 210 19
41 5 13
41 240 -3
41 30 6
41 172 -1
41 129 5
41 93 -7
41 1 18
41 209 3
41 182 3
41 249 7
41 150 15
41 40 20
42 58 -10
42 44 10
42 143 -10
42 121 19
42 31 -6
42 45 20
42 236 7
42 39 18
42 229 1
42 188 15
42 215 4
42 260 -3
42 93 20
42 16 18
42 170 -7
42 41 -2
42 8 -1
43 95 11
43 205 11
43 86 -10
43 200 1
43 190 4
43 62 16
43 49 -1
43 145 20
43 165 11
43 204 -8
43 229 -2
43 227 6
43 89 12
43 216 5
43 172 19
43 254 1
43 186 -10
43 108 10
43 242 -10
44 139 11
44 264 10
44 59 3
44 7 2
44 198 6
44 233 1
44 186 16
44 151 -6
44 186 9
44 51 -2
44 185 5
44 63 13
44 135 -4
44 29 8
44 240 19
44 148 7
44 213 20
45 197 -2
45 6 16
45 139 -7
45 250 16
45 241 -5
45 12 15
45 270 -7
45 124 -5
45 52 6
45 253 12
45 216 7
45 213 12
45 70 -1
45 123 10
45 129 8
45 254 -4
45 31 -6
45 252 20
45 224 6
45 146 -2
46 236 15
46 163 5
46 145 -3
46 162 -1
46 35 17
46 212 -7
46 57 6
46 35 -10
46 106 -10
46 271 2
46 28 9
46 155 9
46 32 -2
46 130 2
46 106 18
46 123 1
46 85 10
46 15 1
46 59 9
46 2 12
46 139 10
46 176 2
47 111 -5
47 212 -7
47 179 -1
47 203 -10
47 26 20
47 237 4
47 85 9
47 40 15
47 229 2
47 92 11
47 8 18
47 99 3
48 93 -3
48 128 -3
48 84 4
48 94 16
48 244 9
48 157 11
48 231 11
48 189 4
48 33 10
48 244 -9
48 209 -3
48 210 19
48 153 -4
48 203 7
48 250 12
48 28 20
48 54 4
48 75 1
48 128 17
48 204 2
48 231 -9
48 255 8
48 158 -6
48 12 1
49 82 2
49 148 15
49 58 2
49 176 9
49 229 1
49 103 15
49 83 -4
49 206 11
49 195 -9
49 181 -5
49 249 9
49 263 -4
49 121 15
49 122 13
49 209 2
49 190 7
49 233 4
49 240 -5
49 118 9
50 62 20
50 246 14
50 179 16
50 44 1
50 204 12
50 173 -6
50 82 -5
50 101 7
50 220 -8
50 244 5
50 120 4
50 268 14
50 49 -4
50 132 18
50 237 -4
50 4 -8
50 135 10
50 33 10
50 203 1
50 184 -8
50 153 -9
50 117 -8
50 116 -4
51 232 17
51 130 -8
51 244 -2
51 90 9
51 253 -9
51 260 -1
51 186 17
51 186 13
51 26 16
51 165 -10
51 209 17
51 215 3
51 230 3
51 267 -3
51 144 10
52 260 -9
52 92 16
52 39 8
52 220 5
52 244 -9
52 232 -2
52 36 -4
52 91 16
52 219 2
52 26 -8
52 83 -9
52 146 2
52 175 16
52 103 9
52 35 6
52 1 -6
52 174 -8
52 39 -5
52 84 -5
52 231 -8
52 87 3
53 7 3
53 209 8
53 24 -8
53 116 17
53 184 -7
53 15 4
53 62 3
53 31 -9
53 267 -5
53 209 13
53 148 -5
53 140 7
53 2 5
54 102 -1
54 266 19
54 136 17
54 46 8
54 210 20
54 160 20
54 158 -10
54 76 19
54 36 8
54 85 -2
54 270 15
54 174 20
54 35 -1
54 221 -8
54 113 17
54 222 20
55 9 10
55 15 3
55 241 20
55 151 17
55 20 10
55 210 -8
55 206 6
55 247 -2
55 268 -10
55 154 -2
55 265 3
55 60 3
55 45 12
55 267 4
55 20 9
55 272 -5
55 119 6
55 144 2
55 40 13
55 205 3
55 43 4
56 31 13
56 105 6
56 8 -3
56 64 -6
56 199 10
56 48 5
56 192 14
56 112 2
56 197 5
56 215 18
56 20 -10
56 195 -10
56 21 8
56 42 5
56 192 -2
56 164 16
56 60 11
56 199 15
56 156 -8
56 209 12
56 232 16
56 69 10
56 19 9
56 119 9
57 207 19
57 121 11
57 219 2
57 268 6
57 42 -3
57 96 -5
57 240 11
57 222 -6
57 49 20
57 68 11
57 259 -6
57 218 7
57 1 -6
58 252 18
58 137 -9
58 3 13
58 140 5
58 107 16
58 193 -8
58 41 -7
58 186 -1
58 261 16
58 222 6
58 184 16
58 181 13
58 62 10
59 1 -2
59 67 8
59 249 16
59 97 13
59 132 -2
59 110 18
59 253 -2
59 71 -1
59 68 -5
59 259 -7
59 263 8
59 32 13
59 216 1
59 228 20
59 237 16
60 54 7
60 45 12
60 201 5
60 129 -7
60 254 8
60 215 17
60 83 2
60 119 15
60 57 15
60 15 18
60 189 15
60 128 9
60 135 15
60 6 -4
60 224 9
60 271 6
60 130 2
60 24 -3
60 146 3
60 247 -7
61 112 13
61 110 1
61 115 11
61 192 20
61 198 -9
61 218 3
61 198 11
61 171 20
61 225 -7
61 70 -9
61 210 18
61 114 4
61 238 5
61 88 16
61 205 -4
61 120 -5
61 67 -5
61 210 12
61 45 -7
61 100 2
61 89 17
61 258 11
61 162 12
61 36 -7
62 152 14
62 180 -4
