171 9432
3 1 1
3 2 -6
4 1 12
5 4 15
6 2 -1
6 3 -4
6 4 8
7 5 12
8 1 12
8 6 7
8 7 17
9 4 -10
9 6 10
11 2 -5
11 6 5
12 8 20
13 1 -9
13 8 -3
13 9 5
13 10 -7
13 11 14
14 1 3
14 2 1
14 3 -7
14 4 6
14 5 19
14 8 -6
14 9 5
14 10 -8
14 11 13
15 1 8
15 2 -6
15 3 1
15 4 4
15 5 15
15 8 -1
15 9 -10
15 10 13
15 11 -4
16 1 -2
16 2 2
16 3 -8
16 4 17
16 5 18
16 6 20
16 7 -7
16 10 5
16 12 -9
16 14 -2
17 1 16
17 2 -7
17 3 -6
17 4 -3
17 5 16
17 11 6
17 12 19
17 15 5
18 2 14
18 3 7
18 4 -3
18 5 -3
18 8 -1
18 12 14
19 1 17
19 2 15
19 3 -7
19 4 15
19 5 16
19 9 20
19 12 10
19 13 -8
20 1 10
20 2 -1
20 3 18
20 4 19
20 5 -6
20 6 -9
20 7 -9
20 10 1
20 12 -8
20 13 3
20 14 -4
20 15 -8
20 18 7
21 1 13
21 3 -1
21 4 -2
21 5 -4
21 6 20
21 11 12
21 14 7
21 15 5
21 19 7
22 1 2
22 2 17
22 4 10
22 5 8
22 6 3
22 8 10
22 13 -1
22 15 -3
22 16 10
23 1 8
23 2 4
23 3 17
23 5 -9
23 6 20
23 9 19
23 13 9
23 14 5
23 17 18
24 1 -4
24 2 18
24 3 2
24 4 9
24 5 -1
24 6 19
24 7 16
24 10 -9
24 12 2
24 14 -5
24 17 -9
24 18 -6
24 19 20
24 22 -6
25 1 -9
25 2 2
25 3 -10
25 4 4
25 5 11
25 7 1
25 11 1
25 15 13
25 16 18
25 18 14
25 19 -3
25 23 3
26 1 -10
26 2 11
26 3 -5
26 4 -8
26 7 5
26 8 13
26 16 -2
26 17 -10
26 19 -7
26 20 7
27 1 -9
27 2 12
27 3 3
27 4 3
27 5 6
27 7 -10
27 9 -8
27 13 8
27 16 4
27 17 13
27 18 19
27 21 -7
28 2 9
28 3 6
28 4 7
28 7 9
28 8 -7
28 9 -10
28 10 -7
28 11 1
28 12 9
28 16 -5
28 20 1
28 21 18
28 22 19
28 23 -4
28 24 -5
29 5 1
29 6 20
29 8 -5
29 9 2
29 10 6
29 11 -4
29 12 2
29 16 -5
29 20 16
29 24 -5
29 25 1
29 26 6
29 27 3
30 1 -10
30 3 -4
30 5 18
30 6 18
30 7 7
30 9 2
30 10 -5
30 11 -10
30 12 19
30 13 17
30 14 -1
30 15 -8
30 18 5
30 22 19
30 26 12
30 28 17
30 29 2
31 4 17
31 6 10
31 7 16
31 8 12
31 10 -9
31 11 -10
31 12 11
31 13 5
31 14 7
31 15 13
31 19 16
31 23 -2
31 27 14
31 28 3
32 6 19
32 7 18
32 8 3
32 9 3
32 11 18
32 12 -2
