45 912
5 1 9
5 2 8
5 3 1
5 4 5
6 1 12
6 2 10
6 3 -6
6 4 18
6 5 9
7 1 -6
7 2 -5
7 3 -1
7 4 2
7 5 19
7 6 -3
8 1 20
8 2 18
8 3 8
8 4 7
8 5 20
8 6 13
8 7 12
9 1 -8
9 2 2
9 3 19
9 4 7
9 5 2
9 6 1
9 7 -5
9 8 10
10 2 5
10 3 6
10 4 -3
10 5 10
10 6 8
10 7 14
10 8 -2
10 9 9
11 1 10
11 3 -2
11 4 -1
11 5 -3
11 6 6
11 7 -4
11 8 -3
11 9 9
12 1 17
12 2 19
12 4 11
12 5 5
12 6 2
12 7 5
12 8 8
12 9 8
13 1 12
13 2 6
13 3 2
13 5 10
13 6 -8
13 7 14
13 8 -6
13 9 -8
13 10 11
13 11 8
13 12 2
14 1 -4
14 2 3
14 3 19
14 4 20
14 6 -4
14 7 13
14 8 2
14 9 3
14 10 1
14 11 7
14 12 19
15 1 -7
15 2 -8
15 3 -9
15 4 3
15 5 -4
15 7 5
15 8 8
15 9 -3
15 10 1
15 11 11
15 12 17
16 1 20
16 2 2
16 3 13
16 4 1
16 5 15
16 6 19
16 8 -3
16 9 -9
16 10 -2
16 11 -6
16 12 13
16 13 -4
16 14 -1
16 15 4
17 1 -9
17 2 1
17 3 2
17 4 10
17 5 -4
17 6 5
17 7 2
17 9 -3
17 10 12
17 11 7
17 12 -9
17 13 17
17 14 -3
17 15 7
18 1 -5
18 2 -10
18 3 -3
18 4 -1
18 5 -3
18 6 -9
18 7 5
18 8 19
18 10 -6
18 11 11
18 12 14
18 13 -8
18 14 5
18 15 -1
19 2 19
19 3 17
19 4 1
19 5 -4
19 6 19
19 7 5
19 8 5
19 9 -7
19 10 11
19 11 -1
19 12 17
19 13 -8
19 14 19
19 15 2
19 16 17
19 17 7
19 18 12
20 1 1
20 2 20
20 3 -1
20 4 2
20 6 12
20 7 14
20 8 3
20 9 9
20 10 5
20 11 -2
20 12 3
20 13 5
20 14 -7
20 15 10
20 16 -2
20 17 13
20 18 12
21 1 -1
21 2 16
21 3 17
21 4 12
21 5 16
21 6 4
21 7 8
21 8 -4
21 10 -9
21 11 15
21 12 -6
21 13 -10
21 14 -5
21 15 -10
21 16 -7
21 17 -1
21 18 5
22 2 7
22 3 10
22 4 15
22 5 14
22 6 20
22 7 2
22 8 -2
22 9 9
22 10 6
22 11 1
22 12 20
22 13 13
22 14 3
22 15 1
22 16 2
22 17 -10
22 18 7
22 19 -8
22 20 -1
22 21 12
23 1 -3
23 2 -8
23 3 -9
23 5 15
23 6 -1
23 7 -1
23 8 19
23 9 16
23 10 16
23 11 16
23 12 20
23 13 -3
23 14 6
23 15 4
23 16 20
23 17 -2
23 18 5
23 19 13
23 20 -2
23 21 -2
24 1 -2
24 2 9
24 3 10
24 4 16
24 5 -5
24 6 -5
24 7 7
24 9 7
24 10 12
24 11 20
24 12 -6
24 13 -2
24 14 -10
24 15 4
24 16 -1
24 17 -5
24 18 5
24 19 16
24 20 -10
24 21 16
25 2 -9
25 3 -7
25 4 -2
25 5 15
25 6 -10
25 7 18
25 8 -10
25 9 13
25 10 16
25 11 5
25 12 -3
25 13 5
25 14 7
25 15 3
25 16 16
25 17 1
25 18 -6
25 19 17
25 20 9
25 21 11
25 22 1
25 23 -3
25 24 -3
26 1 -4
26 2 12
26 3 20
26 4 1
26 5 5
