28 214
1 2 1
1 5 7
2 4 -4
1 5 5
4 3 -1
5 2 18
6 1 -5
7 3 1
7 5 18
7 6 -3
8 2 1
8 4 2
8 6 -7
9 1 -9
9 4 18
9 5 11
10 1 16
10 2 6
10 3 -1
11 3 -9
11 5 -8
11 6 -4
11 8 17
11 9 3
11 10 18
12 2 -2
12 4 16
12 6 -4
12 7 -8
12 9 -6
12 10 -10
13 1 12
13 4 9
13 5 -4
13 7 16
13 8 3
13 10 6
14 1 -1
14 2 -3
14 3 2
14 7 7
14 8 4
14 9 -7
15 1 -2
15 2 -10
15 3 6
15 4 -3
15 5 -3
15 6 11
16 3 7
16 5 6
16 6 20
16 8 16
16 9 7
16 10 -8
16 12 -1
16 13 1
16 14 4
16 15 20
17 2 1
17 4 -10
17 6 17
17 7 -4
17 9 6
17 10 -10
17 11 14
17 13 20
17 14 9
17 15 -5
18 1 20
18 4 -3
18 5 -7
18 7 10
18 8 -3
18 10 2
18 11 6
18 12 -7
18 14 3
18 15 10
19 1 2
19 2 4
19 3 2
19 7 10
19 8 -7
19 9 -6
19 11 -3
19 12 11
19 13 20
19 15 3
20 1 -9
20 2 8
20 3 5
20 4 17
20 5 17
20 6 8
20 11 -2
20 12 12
20 13 7
20 14 -7
21 1 -9
21 2 3
21 3 -3
21 4 14
21 5 5
21 6 2
21 7 8
21 8 -6
21 9 6
21 10 -5
22 3 8
22 5 -4
22 6 19
22 8 18
22 9 3
22 10 -1
22 12 2
22 13 -1
22 14 -3
22 15 16
22 17 8
22 18 -3
22 19 5
22 20 17
22 21 5
23 2 7
23 4 -3
23 6 17
23 7 1
23 9 18
23 10 19
23 11 17
23 13 7
23 14 16
23 15 15
23 16 1
23 18 -1
23 19 -5
23 20 13
23 21 12
24 1 14
24 4 19
24 5 -4
24 7 -4
24 8 15
24 10 9
24 11 1
24 12 18
24 14 15
24 15 19
24 16 -6
24 17 -7
24 19 1
24 20 -4
24 21 9
25 1 4
25 2 20
25 3 10
25 7 18
25 8 6
25 9 17
25 11 4
25 12 -9
25 13 1
25 15 -6
25 16 15
25 17 17
25 18 -8
25 20 -9
25 21 -5
26 1 -10
26 2 17
26 3 -8
26 4 10
26 5 15
26 6 -6
26 11 7
26 12 -2
26 13 -1
26 14 12
26 16 -3
26 17 11
26 18 17
26 19 1
26 21 13
27 1 -6
27 2 19
27 3 18
27 4 13
27 5 -4
27 6 4
27 7 -6
27 8 20
27 9 20
27 10 6
27 16 -2
27 17 -6
27 18 2
27 19 6
27 20 -4
28 1 -3
28 2 10
28 3 2
28 4 12
28 5 12
28 6 20
28 7 11
28 8 18
28 9 10
28 10 19
28 11 8
28 12 7
28 13 16
28 14 11
28 15 -7
